"COUNTRY","Country","ISC11A","ISCED 2011 A education level","SEX","Gender","AGE","Age","FIELD","Field","MEASURE","Measure","INDICATOR","INDICATOR","YEAR","Reference year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUS","Australia","L5","Short-cycle tertiary education","F","Women","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",0.28021523,,
"ISR","Israel","L1_T_SC3T4","Primary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",3.8877709,,
"FRA","France","L3_T_SC2","Completion of intermediate upper secondary programmes","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",,"z","Not applicable"
"NLD","Netherlands","L3_T_SC2","Completion of intermediate upper secondary programmes","M","Men","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",,"z","Not applicable"
"AUT","Austria","L3T4","Upper secondary or post-secondary non-tertiary education","M","Men","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",55.005234,,
"SVN","Slovenia","L2_T_SC2","Completion of intermediate lower secondary programmes","M","Men","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",,"z","Not applicable"
"LUX","Luxembourg","L0","Less than primary education","M","Men","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",,"c","Data below the publication limit"
"BEL","Belgium","L6","Bachelor’s or equivalent education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",22.533674,,
"ESP","Spain","L3T4","Upper secondary or post-secondary non-tertiary education","M","Men","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",22.596468,,
"ISR","Israel","L3","Upper secondary education","M","Men","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",40.422241,,
"OAVG","OECD - Average","L3_T_SC2","Completion of intermediate upper secondary programmes","F","Women","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year",,,"0","Units",,,,"m","Missing data"
"DNK","Denmark","L3_T_SC2","Completion of intermediate upper secondary programmes","M","Men","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",,"z","Not applicable"
"LUX","Luxembourg","L5T8","Tertiary education","M","Men","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",0.37411702,,
"SVK","Slovak Republic","L6","Bachelor’s or equivalent education","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",3.8202081,,
"NOR","Norway","L2_T_SC2","Completion of intermediate lower secondary programmes","M","Men","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",,"z","Not applicable"
"ARG","Argentina","L3T4","Upper secondary or post-secondary non-tertiary education","M","Men","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",0.39502126,,
"SVN","Slovenia","L8","Doctoral or equivalent education","M","Men","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",0.13322863,,
"CHL","Chile","L0T2","Below upper secondary education","F","Women","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2017","2017",0.1933417,,
"GRC","Greece","L6","Bachelor’s or equivalent education","M","Men","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",0.17458478,,
"LUX","Luxembourg","L1_T_SC3T4","Primary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",0.13618557,,
"ISL","Iceland","L3T4","Upper secondary or post-secondary non-tertiary education","M","Men","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",40.932861,,
"HUN","Hungary","L0","Less than primary education","F","Women","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",0.02461897,,
"LUX","Luxembourg","L4","Post-secondary non-tertiary education","F","Women","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",0.07177959,,
"NZL","New Zealand","L2_T_SC3T4","Lower secondary education","M","Men","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",0.43054163,,
"CHE","Switzerland","L2_T_SC3T4","Lower secondary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",0.10229477,,
"ISR","Israel","L8","Doctoral or equivalent education","M","Men","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",1.4771016,,
"BRA","Brazil","L7","Master’s or equivalent education","M","Men","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",0.02352868,,
"IND","India","L3T4","Upper secondary or post-secondary non-tertiary education","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2011","2011",13.453652,,
"AUS","Australia","L8","Doctoral or equivalent education","M","Men","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",0.09338269,,
"SAU","Saudi Arabia","L3_T_SC2","Completion of intermediate upper secondary programmes","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2016","2016",,"z","Not applicable"
"NLD","Netherlands","L3T4","Upper secondary or post-secondary non-tertiary education","F","Women","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",0.13389969,,
"NZL","New Zealand","L3_T_SC2","Completion of intermediate upper secondary programmes","M","Men","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",,"z","Not applicable"
"ITA","Italy","L6","Bachelor’s or equivalent education","M","Men","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",3.4411769,,
"FIN","Finland","L3","Upper secondary education","M","Men","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",47.779369,,
"BRA","Brazil","L5T8","Tertiary education","M","Men","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",14.652006,,
"CHL","Chile","L5T8","Tertiary education","M","Men","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2017","2017",24.638247,,
"IDN","Indonesia","L5T8","Tertiary education","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2017","2017",11.992479,,
"LTU","Lithuania","L3_T_SC2","Completion of intermediate upper secondary programmes","F","Women","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",0.07554524,,
"GBR","United Kingdom","L6","Bachelor’s or equivalent education","M","Men","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",0.28804216,,
"IRL","Ireland","L7","Master’s or equivalent education","F","Women","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",0.17755924,,
"DEU","Germany","L3_T_SC2","Completion of intermediate upper secondary programmes","M","Men","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",,"z","Not applicable"
"USA","United States","L3","Upper secondary education","M","Men","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",45.757004,"w","Includes data from another category"
"FRA","France","L1_T_SC3T4","Primary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",5.0699763,,
"BRA","Brazil","L3T4","Upper secondary or post-secondary non-tertiary education","M","Men","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",0.13877314,,
"CHE","Switzerland","L3_T_SC2","Completion of intermediate upper secondary programmes","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",,"z","Not applicable"
